address,subject_city_province_zip,effective_date,municipality_district,site_dimensions,lot_size_sf,units_sq_ft,year_built,structure_type,roofing,effective_age,style,construction,remaining_economic_life,windows,basement,exterior_finish,basement_area,foundation_walls,flooring,plumbing_lines,heating,fuel_type,water_heater,cooling,room_count,num_beds,room_total,main_lvl_area,second_lvl_area,third_lvl_area,gla,subject_age,num_baths,condition,orderID,appraisal_index,property_role,is_appraiser_selected,distance_to_subject,prop_type,stories,city_province,sale_date,sale_price,dom,location_similarity,lot_size,age,bed_count,bath_count,basement_finish,parking,neighborhood,comp_index,id,bedrooms,city,province,postal_code,property_sub_type,levels,full_baths,half_baths,main_level_finished_area,upper_lvl_fin_area,bg_fin_area,roof,close_price,close_date,public_remarks,latitude,longitude,property_index,property_id,year_built_age,sale_price_per_sqft,upper_lvl_fin_area_log
3346,50,17,55,62,1453,1,132,24,1,5,78,4,16,4,33,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,1430,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.38844090864991476,0.0,4,3,1675,5,66,1.0000000000000004,0.0,1.6951799049558722,1.4258667322350622,,7,2.9696185182365036,172,3339,-0.21635422469994886,0.026092744328483866,204.0,1575,-0.0727272727272728,,
2394,50,17,55,62,1453,1,132,106,1,5,27,4,16,4,92,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,852,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.38808609721278986,0.0,4,3,1673,36,22,0.16666666666666685,1.0,1.3285811269517989,1.6594541431030239,,7,1.072108429147948,174,3216,-0.21127742706715363,0.025977330329946112,205.0,1576,-0.06363636363636357,,
1436,50,17,55,62,1453,1,132,106,1,5,27,4,16,4,200,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,347,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.3945835816551399,0.0,4,3,1674,36,22,0.16666666666666685,1.0,1.5790902919212488,1.6594541431030239,,7,1.0660169039823346,177,3697,-0.21111508760796524,0.025940607694047668,206.0,1577,-0.3,,
2336,50,17,55,62,1453,1,132,65,1,5,27,4,16,4,32,5,0,0,6,3,239,4,8,75,26,3,0.0,40,0.0,,852,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.37031780571301853,0.5,4,3,1683,16,22,0.5000000000000002,0.0,0.7264086897488115,0.5987214162773542,,7,0.9944414832863778,178,450,-0.21163162225083726,0.026087498237641074,207.0,1578,1.4272727272727272,,
4985,50,17,55,62,1453,1,132,38,1,5,27,4,16,4,65,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,1787,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.37627752907097617,0.5,49,3,1556,7,22,1.166666666666667,-1.0,1.6951799049558722,1.6889599213179243,,7,2.9087032665803703,179,3850,-0.20779450776093317,0.026761620910917827,208.0,1579,-0.6818181818181818,,
955,50,17,55,62,1453,1,132,65,1,5,27,4,16,4,200,5,0,0,6,3,239,4,8,75,26,3,0.0,40,0.0,,347,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.3781846405455226,0.0,4,3,1570,16,22,1.0000000000000004,0.0,1.3082145281737947,1.8669781165478236,,7,1.0416508033198812,179,3823,-0.20915225596505288,0.02625799619002631,209.0,1580,-0.7000000000000001,,
509,50,17,55,62,1453,1,132,38,1,5,27,4,16,4,65,5,0,0,6,3,239,4,8,75,2,3,0.0,40,0.0,,1787,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.39682332885199095,0.5,49,3,1561,7,22,1.0000000000000004,-1.0,1.6951799049558722,1.6889599213179243,,7,2.89042869108353,179,1348,-0.20780926589358714,0.026848181409820957,210.0,1581,-0.6727272727272727,,
4243,50,17,55,62,1453,1,132,66,1,5,43,4,16,4,12,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,852,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.37715901373508337,0.5,80,3,1599,16,36,0.3333333333333333,0.0,1.1934826883910388,1.432259650848291,,7,1.3858219751770349,180,3770,-0.21805140995509822,0.030575528953502837,211.0,1582,-0.3909090909090909,,
2180,50,17,55,62,1453,1,132,45,1,5,80,4,16,4,33,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,1333,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.3982481185291957,0.5,4,3,1655,7,68,0.5000000000000002,-3.0000000000000004,1.7942973523421588,1.4824194738136214,,7,3.365567654001371,180,5194,-0.2142142954651952,0.025924869421520027,212.0,1583,0.09999999999999996,,
1111,50,17,55,62,1453,1,132,66,1,5,43,4,16,4,111,5,0,0,6,3,239,4,8,75,26,3,0.0,40,0.0,,2291,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.4197252983326634,-0.5,4,3,1570,16,36,0.5000000000000002,0.0,0.8934147997284451,0.7049422178509959,,7,0.5665118404020406,180,296,-0.20916701409770685,0.026244880962919694,213.0,1584,0.6181818181818183,,
2022,50,17,55,62,1453,1,132,45,1,5,80,4,16,4,200,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,852,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.39011517511884797,-0.5,80,3,1592,7,68,1.166666666666667,0.0,1.5132382892057028,0.5362675190558148,,7,2.4061524404172694,182,2417,-0.2062449038323182,0.029980097642865768,214.0,1585,0.4090909090909091,,
4793,50,17,55,62,1453,1,132,38,1,5,27,4,16,4,46,5,0,0,6,3,239,4,8,75,2,3,0.0,40,0.0,,1868,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.4265775942121384,1.5,49,3,1562,7,22,0.0,-5.000000000000001,1.828920570264766,3.987460044258667,,7,4.431584557983705,185,3344,-0.20794208908746759,0.026323572325559007,215.0,1586,0.14545454545454542,,
5120,50,17,55,62,1453,1,132,38,1,5,27,4,16,4,32,5,0,0,6,3,239,4,8,75,33,3,0.0,40,0.0,,1787,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.40566035120788346,0.5,49,3,1563,7,22,0.16666666666666685,-4.000000000000001,3.232179226069246,1.7828866486353574,,7,4.644787938780172,186,5518,-0.2081782192099237,0.02633668755266562,216.0,1587,0.0727272727272728,,
2616,50,17,55,62,1453,1,132,45,1,5,80,4,16,4,169,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,852,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.4057157904949342,0.5,4,3,1670,7,68,0.3333333333333333,-2.0000000000000004,1.521384928716904,1.2262109663142364,,7,3.121906647376837,186,5240,-0.21573438312850327,0.026192420054493612,217.0,1588,0.19999999999999993,,
4711,50,17,55,62,1453,1,132,21,1,5,27,4,16,4,74,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,1688,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.422796634835276,0.5,4,3,1694,5,22,1.166666666666667,-1.0,1.589273591310251,2.101057290386034,,7,2.72595751161197,189,5945,-0.21583769005707684,0.026066513874270638,218.0,1589,0.06363636363636357,,
5115,50,17,55,62,1453,1,132,21,1,5,27,4,16,4,33,5,0,0,6,3,239,4,8,75,24,3,0.0,40,0.0,,347,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.43972224917187563,-0.5,49,3,1576,5,22,0.3333333333333333,0.0,0.0373387644263408,0.42660437669043516,,7,0.8528135231858677,193,4137,-0.2059792574445552,0.026415378915304932,219.0,1590,2.1545454545454548,,
4625,50,17,55,62,1453,1,132,38,1,5,27,4,16,4,46,5,0,0,6,3,239,4,8,75,6,3,0.0,40,0.0,,1787,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.4470014275616416,1.0,49,3,1568,7,22,0.3333333333333333,-4.000000000000001,3.3808553971486757,1.0270469633636587,,7,3.5939998477118706,195,4862,-0.2074993451078633,0.026370787143142668,220.0,1591,0.18181818181818182,,
3169,50,17,55,62,1453,1,132,38,1,5,27,4,16,4,200,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,1642,67,7,0,4760530,16,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,0.5150864159886904,0.5,4,3,1685,7,22,0.0,-5.000000000000001,1.6951799049558722,1.6889599213179243,,7,2.948298180156857,199,5296,-0.2113069433324605,0.026268488371711526,221.0,1592,0.14545454545454542,,
427,47,4,55,23,266,1,9,126,6,7,29,4,9,4,9,4,30,4,35,1,238,4,0,74,30,5,2.22222222222222,55,-2.1756359249244355,300.0,949,5,0,0,4760630,17,subject,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.9723718312982496,0.7000000000000002,10,0,518,7,22,-0.16666666666666666,-1.0,-0.4928716904276987,-0.8942709613966069,,7,0.33451610446965657,182,450,-0.12974464740976316,0.11113187688736274,,1593,5.181818181818182,,
711,50,17,55,62,1453,1,132,32,1,5,27,4,16,4,65,5,0,0,6,3,239,4,8,75,33,3,0.0,40,0.0,,1334,67,7,4,4760630,17,selected_comparable,True,50,7,2,157,69,190,17,2,29,2,10,8,14,1,0,0.0,-0.09034628581193754,-0.04244842956359496,10,0,518,7,22,0.04273504273504259,-0.9315107102593014,0.12526074074512003,0.4509112171414118,,7,0.20189327045506247,182,450,0.30414033475277125,-0.31881383241633954,,1594,0.30543285866913306,,
2579,50,17,55,62,1453,1,132,32,1,5,27,4,16,4,65,5,0,0,6,3,239,4,8,75,2,3,0.0,40,0.0,,853,67,7,4,4760630,17,selected_comparable,True,31,7,2,158,101,159,136,1,26,2,10,1,1,1,0,1.0,-0.09034628581193754,-0.04244842956359496,10,0,518,7,22,0.04273504273504259,-0.9315107102593014,0.12526074074512003,0.4509112171414118,,7,0.20189327045506247,182,450,0.30414033475277125,-0.31881383241633954,,1595,0.30543285866913306,,
3062,50,17,55,62,1453,1,132,32,1,5,27,4,16,4,65,5,0,0,6,3,239,4,8,75,2,3,0.0,40,0.0,,853,67,7,4,4760630,17,selected_comparable,True,7,7,4,151,6,159,17,1,27,2,11,7,1,39,0,2.0,-0.09034628581193754,-0.04244842956359496,10,0,518,7,22,0.04273504273504259,-0.9315107102593014,0.12526074074512003,0.4509112171414118,,7,0.20189327045506247,182,450,0.30414033475277125,-0.31881383241633954,,1596,0.30543285866913306,,
579,50,17,55,62,72,1,4,103,1,5,0,4,16,4,126,5,0,0,6,3,435,4,8,75,30,3,9.203703703703695,40,3.703419938561908,,582,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1490013998419981,0.0,38,3,1232,36,118,0.0,-1.0,-0.3828920570264768,0.15515121711335111,,7,-0.04568643874210005,77,1551,-0.1785734051070519,0.10366406657289237,0.0,1597,7.0,,
580,50,17,55,62,68,1,132,104,1,5,1,4,16,4,206,5,0,0,6,3,436,4,8,75,30,3,0.0,40,0.0,,648,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.43014788429820794,0.0,39,3,1232,36,0,-0.3333333333333333,-2.0000000000000004,-0.4677528852681604,-0.14629948364888123,,7,-0.04568643874210005,77,1551,-0.1785734051070519,0.10366406657289237,1.0,1598,1.0,,
3020,50,17,55,62,2127,1,132,65,1,5,27,4,16,4,22,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,2291,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.2753336752089368,0.5,39,3,1296,16,22,-0.3333333333333333,-1.0,-0.15274949083503053,0.5052864519301696,,7,0.3731059163938171,81,1263,-0.17993115331117163,0.10371128139047603,2.0,1599,-0.3181818181818182,,
1738,50,17,55,62,974,1,132,32,1,5,79,4,16,4,79,5,0,0,6,3,239,4,8,75,30,3,0.0,40,0.0,,2283,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1496278637856716,-0.5,38,3,1784,7,94,-0.8333333333333335,0.0,-0.28377460964019013,-0.6252766166707648,,7,-0.7797152211985076,82,5154,-0.1776141264845756,0.10318667230621408,3.0,1600,0.23636363636363633,,
6362,50,17,55,62,1453,1,132,16,1,5,52,4,16,4,65,5,0,0,6,3,238,4,8,74,24,3,0.0,40,0.0,,1907,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1357680420229797,-1.0,38,3,1312,4,22,-0.8333333333333335,-1.0,-0.5227427019687712,-0.5544627489550036,,7,-0.8863169115967411,82,1225,-0.1781896936580614,0.10323913321464016,4.0,1601,-0.5545454545454546,,
6363,50,17,55,62,1453,1,132,9,1,5,53,4,16,4,65,5,0,0,6,3,239,4,8,75,24,3,0.0,40,0.0,,1519,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.2596499009022744,-1.0,39,3,1312,3,45,-0.6666666666666669,0.0,-0.5634758995247793,-0.5711826899434473,,7,-0.8863169115967411,82,4315,-0.1781896936580614,0.10323913321464016,5.0,1602,0.01818181818181812,,
1739,50,17,55,62,1453,1,132,45,1,5,80,4,16,4,163,5,0,0,6,3,434,4,8,75,30,3,0.0,40,0.0,,2293,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.2527033582348131,-0.5,39,3,1237,7,68,-0.8333333333333335,-3.0000000000000004,-0.43991853360488803,-0.731005655274158,,7,-0.7797152211985076,82,5153,-0.1776141264845756,0.10318667230621408,6.0,1603,-0.2545454545454545,,
4241,50,17,55,62,1726,1,132,32,1,5,0,4,16,4,31,5,0,0,6,3,238,4,8,74,6,3,0.0,40,0.0,,1109,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1496389516430818,1.5,38,3,2231,7,118,1.666666666666667,-2.0000000000000004,0.6367956551255941,1.263093189082862,,7,0.9289575877560344,84,464,-0.17959171626014195,0.10312371921610278,7.0,1604,-0.09090909090909091,,
4242,50,17,55,62,1723,1,132,34,1,5,1,4,16,4,32,5,0,0,6,3,239,4,8,75,6,3,0.0,40,0.0,,1333,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.22363654003409517,1.5,39,3,1295,7,0,0.3333333333333333,0.0,0.9789545145960623,0.7850995820014751,,7,0.9289575877560344,84,464,-0.17959171626014195,0.10312371921610278,8.0,1605,0.9363636363636364,,
3546,50,17,55,62,857,1,132,32,1,5,79,4,16,4,45,5,0,0,6,3,238,4,8,74,28,3,0.0,40,0.0,,2093,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1502543277293453,-0.5,38,3,2037,7,94,0.0,-2.0000000000000004,-0.27427019687712173,0.4644701253995573,,7,0.06852965811315008,85,4180,-0.17836679124990373,0.1035434064835122,9.0,1606,0.0727272727272728,,
3076,50,17,55,62,1422,1,132,32,1,5,79,4,16,4,31,5,0,0,6,3,1,4,8,74,30,3,0.0,40,0.0,,1035,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1501767127274742,0.0,38,3,1458,7,94,0.8333333333333335,0.0,1.4792939579090294,0.8849274649618879,,7,0.7538262392446509,87,721,-0.17956219999483508,0.10314994967031563,10.0,1607,0.09999999999999996,,
711,50,17,55,62,362,1,132,63,1,5,11,4,16,4,130,5,0,0,6,3,238,4,8,191,33,3,0.0,40,0.0,,1109,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1361006777452842,1.0,38,3,1188,16,25,0.8333333333333335,-3.0000000000000004,0.49626612355736566,1.2109663142365379,,7,0.8984999619279677,87,1207,-0.17929655360707208,0.10364832830036473,11.0,1608,-0.29090909090909095,,
1713,50,17,55,62,836,1,132,32,1,5,26,4,16,4,177,5,0,0,6,3,238,4,8,74,3,3,0.0,40,0.0,,291,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.136011974886003,0.0,38,3,513,7,8,0.8333333333333335,0.0,-0.3197556008146641,-0.25842144086550284,,7,-0.16751694205436687,87,4717,-0.1776436427498825,0.10342012334871062,12.0,1609,1.4272727272727272,,
3077,50,17,55,62,1413,1,132,45,1,5,80,4,16,4,32,5,0,0,6,3,2,4,8,75,30,3,0.0,40,0.0,,997,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.5637731978766753,1.5,39,3,1294,7,68,0.5000000000000002,-1.0,0.4351663272233534,0.7870666338824683,,7,0.7538262392446509,87,721,-0.17956219999483508,0.10314994967031563,13.0,1610,0.0363636363636364,,
1714,50,17,55,62,836,1,132,38,1,5,27,4,16,4,187,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,347,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.47407243142853184,0.5,39,3,1235,7,22,-0.5000000000000002,-2.0000000000000004,-0.5784114052953155,-0.2058028030489305,,7,-0.16751694205436687,87,4717,-0.1776436427498825,0.10342012334871062,14.0,1611,1.2,,
712,50,17,55,62,361,1,132,64,1,5,12,4,16,4,161,5,0,0,6,3,239,4,8,193,33,3,0.0,40,0.0,,1333,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.06466992834472149,1.0,39,3,1289,16,9,0.6666666666666666,-1.0,1.08418194161575,0.9144332431767883,,7,0.8984999619279677,87,5042,-0.17929655360707208,0.10364832830036473,15.0,1612,0.1636363636363637,,
1897,50,17,55,62,1453,1,132,78,1,5,26,4,16,4,11,5,0,0,6,3,238,4,8,75,3,3,0.0,40,0.0,,347,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-1.1361561170323349,0.5,38,3,1785,23,21,0.0,0.0,0.26069246435845195,-0.5588886156872389,,7,-0.5406228584481839,89,735,-0.17755509395396185,0.10341487725786819,16.0,1613,-0.24545454545454548,,
4044,50,17,55,62,1009,1,132,47,1,5,89,4,16,4,86,5,0,0,6,3,239,4,8,75,26,3,0.0,40,0.0,,2291,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.2981802054025585,0.5,39,3,1261,7,75,-0.8333333333333335,-5.000000000000001,0.001357773251866861,-0.41185148758298495,,7,-0.6822508185486942,94,2608,-0.17740751262742746,0.10315781880657983,17.0,1614,0.045454545454545456,,
2594,50,17,55,62,1390,1,132,32,1,5,1,4,16,4,200,5,0,0,6,3,239,4,8,75,26,3,0.0,40,0.0,,347,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7192914859114912,0.0,39,3,1231,7,0,0.0,0.0,-1.0583842498302785,-1.0088517334644702,,7,-0.8528135231858677,101,450,-0.17844058191317042,0.10341225421244679,18.0,1615,-0.36363636363636365,,
2595,50,17,55,62,1390,1,132,34,1,5,1,4,16,4,200,5,0,0,6,3,239,4,8,75,26,3,0.0,40,0.0,,347,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.6004241105459384,0.0,39,3,1231,7,0,-0.6666666666666669,0.0,-0.7583163611676849,-1.0088517334644702,,7,-0.8528135231858677,101,3538,-0.17844058191317042,0.10341225421244679,19.0,1616,-0.30909090909090914,,
6987,50,17,55,62,1453,1,132,16,1,5,53,4,16,4,65,5,0,0,6,3,2,4,8,192,26,3,0.0,40,0.0,,2340,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7204224473673269,-0.5,39,3,1318,4,45,-0.8333333333333335,0.0,-0.5682281059063136,-0.5711826899434473,,7,-0.9380948755044545,105,1944,-0.17785025660703171,0.10306863526225492,20.0,1617,-0.09999999999999996,,
6988,50,17,55,62,1453,1,132,9,1,5,53,4,16,4,65,5,0,0,6,3,2,4,8,193,26,3,0.0,40,0.0,,2340,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.4827763994955025,-0.5,39,3,1318,3,45,-0.6666666666666669,0.0,-0.6720977596741343,-0.5711826899434473,,7,-0.9380948755044545,105,1944,-0.17785025660703171,0.10306863526225492,21.0,1618,-0.2818181818181818,,
3592,50,17,55,62,1126,1,132,32,1,5,1,4,16,4,12,5,0,0,6,3,239,4,8,192,33,3,0.0,40,0.0,,347,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7213760031046,0.0,39,3,1258,7,0,0.0,1.0,-0.591989137813985,-0.11335136464224248,,7,-0.2558440569557603,108,450,-0.17696476864782318,0.10324962539632537,22.0,1619,-0.5636363636363636,,
4653,50,17,55,62,1141,1,137,32,1,5,27,4,16,4,200,5,0,0,6,3,239,4,8,75,2,3,0.0,40,0.0,,347,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.721226317029563,-0.5,39,3,1323,7,22,0.0,-1.0,0.19416157501697193,-0.02286697811654799,,7,0.01834767379882738,108,468,-0.1787505026988932,0.10302404349009266,23.0,1620,-0.26363636363636367,,
3593,50,17,55,62,1126,1,132,34,1,5,1,4,16,4,12,5,0,0,6,3,239,4,8,193,33,3,0.0,40,0.0,,347,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.4747654225166664,0.0,39,3,1258,7,0,0.0,-3.0000000000000004,-0.40122199592668034,-0.42316203589869683,,7,-0.2558440569557603,108,450,-0.17696476864782318,0.10324962539632537,24.0,1621,1.9636363636363638,,
5963,50,17,55,62,1453,1,132,16,1,5,27,4,16,4,28,5,0,0,6,3,2,4,8,75,23,3,0.0,40,0.0,,1954,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7228728638549708,-1.0,39,3,1300,4,22,0.0,1.0,-0.591989137813985,-0.11335136464224248,,7,-0.258889819538567,110,6685,-0.17948840933156734,0.10374800402637448,25.0,1622,-0.5636363636363636,,
5964,50,17,55,62,1453,1,132,7,1,5,27,4,16,4,36,5,0,0,6,3,2,4,8,75,23,3,0.0,40,0.0,,1954,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.5856606284043188,-1.0,39,3,1300,3,22,-0.3333333333333333,0.0,-0.03530210454854031,-0.32382591590853216,,7,-0.258889819538567,110,6685,-0.17948840933156734,0.10374800402637448,26.0,1623,0.09090909090909091,,
918,50,17,55,62,1453,1,132,63,1,5,27,4,16,4,111,5,0,0,6,3,403,4,8,192,26,3,0.0,40,0.0,,194,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7224348934872697,-0.5,39,3,1233,16,22,0.0,0.0,0.5532926001357773,-0.10794197196951091,,7,-0.563466077819234,112,4916,-0.17782074034172485,0.10359849043735966,27.0,1624,-0.027272727272727337,,
2163,50,17,55,62,2093,1,10,123,1,5,142,4,16,4,200,5,0,0,6,3,246,4,8,75,7,3,7.592592592592586,40,2.2710228531785823,,802,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7222630316974123,1.5,39,3,1256,38,119,0.0,0.0,0.5532926001357773,0.7113351364642241,,1,0.5847864158988807,112,1984,-0.1780568704641799,0.10324962539632537,28.0,1625,4.7272727272727275,,
919,50,17,55,62,1453,1,132,65,1,5,27,4,16,4,111,5,0,0,6,3,403,4,8,193,26,3,0.0,40,0.0,,248,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.46602819087746533,-0.5,39,3,1233,16,22,-0.6666666666666669,-5.000000000000001,-0.17447386286490146,-0.38677157610031976,,7,-0.563466077819234,112,4916,-0.17782074034172485,0.10359849043735966,29.0,1626,2.3545454545454545,,
1319,50,17,55,62,1523,1,132,32,1,5,89,4,16,4,55,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,335,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7236490138736816,-0.5,39,3,1324,7,75,0.0,0.0,-0.011541072640868897,0.2977624784853698,,7,0.21320338079646692,116,5106,-0.17836679124990373,0.1030004360813012,30.0,1627,1.7454545454545454,,
1160,50,17,55,62,501,1,132,32,1,5,27,4,16,4,127,5,0,0,6,3,239,4,8,159,28,3,0.0,40,0.0,,347,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7234993277986446,0.0,39,3,1301,7,22,0.0,0.0,0.4874405974202309,0.44873371035161047,,7,0.16751694205436687,116,4642,-0.17942937680095358,0.10367455875457796,31.0,1628,-0.0727272727272728,,
1320,50,17,55,62,1523,1,132,47,1,5,89,4,16,4,182,5,0,0,6,3,239,4,8,75,3,3,0.0,40,0.0,,346,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.5908164821000402,0.0,39,3,1324,7,75,0.3333333333333333,-1.0,-0.13849287169042793,0.20039341037619865,,7,0.21320338079646692,116,5106,-0.17836679124990373,0.1030004360813012,32.0,1629,1.1272727272727272,,
1161,50,17,55,62,501,1,132,38,1,5,27,4,16,4,146,5,0,0,6,3,239,4,8,75,28,3,0.0,40,0.0,,347,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.590511566021261,1.0,39,3,1301,7,22,0.3333333333333333,0.0,0.14528173794976224,-0.15465945414310323,,7,0.16751694205436687,116,4642,-0.17942937680095358,0.10367455875457796,33.0,1630,0.36363636363636365,,
436,50,17,55,62,1043,1,132,63,1,5,27,4,16,4,12,5,0,0,6,3,239,4,8,75,33,3,0.0,40,0.0,,206,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.7239428420950507,0.0,39,3,1239,16,22,-0.8333333333333335,0.0,0.0631364562118127,-0.5765920826161791,,7,-0.6243813294753674,118,1642,-0.17746654515804122,0.10351192993845654,34.0,1631,-0.14545454545454542,,
437,50,17,55,62,1043,1,132,65,1,5,27,4,16,4,12,5,0,0,6,3,239,4,8,75,33,3,0.0,40,0.0,,282,67,7,0,4760630,17,potential_comparable,False,1,1,3,147,54,67,37,1,207,125,6,7,12,25,0,,-0.36190212193871185,0.0,39,3,1239,16,22,-0.8333333333333335,-5.000000000000001,-0.10386965376782084,-0.5864273420211459,,7,-0.6243813294753674,118,1642,-0.17746654515804122,0.10351192993845654,35.0,1632,0.8636363636363636,,
